text,sentiment
kok ga punya dana darurat  ada yg di phk sejak awal pandemi  ada yg gajinya di potong sejak awal pandemi  dananya dipake buat bertahan  ada yg dana daruratnya kepake berobat  ada yg dana daruratnya buat bantu keluarga  etc  kalo ga bisa  ga mau bantu  diem  ,1.0
<USERNAME> silakan kunjungi <URL> untuk informasi terkait dokumen yang dibutuhkan untuk terbang  terima kasih  ,0.0
<USERNAME> publikasinya tentang dampak tato pada kalangan remaja di era pandemi,2.0
<USERNAME> saat ini apabila ingin melakukan perjalanan ka jarak jauh pada masa pemberlakuan pembatasan kegiatan masyarakat   ppkm  darurat tanggal <NUM>  <NUM> juli <NUM>  maka tetap wajib menunjukkan kartu vaksin pertama  namun  khusus bagi calon penumpang yang tidak diizinkan   <NUM>,2.0
"@ustadchen @bruninnic Andai ga ada duit yg dikorupsi

Terus polosnya pemerintah bilang ""duit darimana buat lockdown?"" Wkwk",2.0
hari  hari ini kita juga sebagai bangsa sedang diuji allah swt dengan covid   <NUM>  tetapi ujian ini bukan hanya dialami oleh kita saja  tetapi juga  bangsa  bangsa lain di dunia  ,1.0
hari raya idul adha tahun ini benar menyentuh hati sanubari  ya robb  sudahi lah pandemi ini  kasihanilah kami umat mu  doa kami panjatkan mengharap mukzijat dari mu  allahu akbar allahu akbar allahu akbar  <USERNAME>  <USERNAME>  <USERNAME> <USERNAME>,2.0
selamat hari raya idul adha <NUM> dzulhijjah <NUM> h    bersabar dan ikhtiar lahir  batin di masa pandemi covid  <NUM>  <URL>,2.0
<USERNAME> <USERNAME> ppkm planga plongo kok maju  ini contoh aja jgn baper apalagi lopar lapor,2.0
rakyat gak dikasih makan terjadi juga di negara lain  penyekatan tanpa logika terjadi juga di negara lain  bansos digarong mentri terjadi juga di negara lain  mentri investasi urus corona terjadi juga di negara lain  v e r d o m m e <URL>,1.0
  sholat ied ga bang    engga  takut covid sama lagi sariawan,2.0
nyata  sistem eleminasi via vaksin agar tercifta <NUM>  rakyat pribumi  sadis benar cara singkirkan rakyat pribumi nkri ini  walau terlihat halus tapi bagai pembunuh berdarah dingin  lebih baik perang  daripada nkri di ambil alih china tiongkok dengan cara sadis walau terlihat halus  ,1.0
mie apaan nih  kog g abis abis  oh  ternyata pandemie     <URL>,2.0
semakin tdk terkendalinya pandemi  semakin molor jg pendidikan anak kita  pjj sulit diawasi krn semuanya overwhelmed  ortu perlu ekstra energi buat nyari makan  guru perlu extra efforts buat approach muridnya  sementara siswa gak dapat peer interactions sbg coping mechanismnya  <URL>,1.0
malming ppkm  week <NUM>   ketiduran jam <NUM> bangun jam <NUM> pagi  perut sakit antara mau boker   makan  then it  s both bruh ,2.0
<USERNAME> are lgta hai corona khtam ho gya  aap bil se nikl gye ,2.0
mantap  semoga langkah ppkm sudah tepat dan bisa menjadi solusi  <URL>,2.0
mau bilang  bener banyak orang yg vokal  tp dibalik kalian teriak  teriak  banyak yg diem ke luar negeri untuk vaksin yg mahal,1.0
<USERNAME> saya vaksin dan masih hidup  perlu buat gerakan kek gitu mbak  selamat idul qurban ,2.0
ppkm darurat diperpanjang sampai kamu sayang aku,2.0
covid brengsek,2.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> dgr beritanya kan  kalo ada oknum yg dibayar krn ngelolosin tanpa karantina itu yg harus di hukum  kalo yg datang ke indo harus karantina minggu lalu pcr x kan mmg sdh semestinya begitu  mmgnya sebelum lebaran di indo ga ada covid  virus delta virus covid yg bermutasi  ,1.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> org indonesia tuh slalu percaya sm org yg ngaku dan ngmng nglantur  karna mreka pkir omongan dia bner  karna sbgan masyrakat indonesia tuh ya bgini  karna keseringan bgini mreka percya apa yg dia omongin tanpa mencari bukti  mknya gmpng trhasut  covid itu ada,1.0
<USERNAME> gas sih  habis ppkm baru bisa,2.0
ngeprank covid endedup diprank balik sama covid <URL>,2.0
"@csanranger Iyaa, padahal waktu vaksin pertama nggak sakit",1.0
<USERNAME> selama setahun ini saya beli buku persiapan utbk pakai uang sendiri karena takut ngerepotin orang tua  soalnya keluarga saya termasuk keluarga yang terkena dampak covid  tapi tabungan saya gak banyak dan udah habis juga buat beli buku yang lain  ,1.0
<USERNAME> siapa kah dulu minta lockdown kalau ppkm ajaasih banyak yang protes,1.0
sebagaimana diketahui  tim gabungan tni  polri melakukan penyekatan pada <NUM> titik di wilayah jatim selama ppkm darurat loh  ,2.0
<USERNAME> <USERNAME> bukan masalah ngak percaya   tapi  follback dulu  baru  brantas covid,2.0
banyak pendukung anies menolak vaksin   amp  kasus di dki melonjak terus  <URL>,1.0
<USERNAME> ternyata wabah sebenarnya yang berbahaya itu bukan covid  tapi wabah kebodohan  ,1.0
<USERNAME> <USERNAME> <USERNAME> hayo covid itu virus yang mengakibatkan apa    sejak satu minggu terakhir  ahli pijat spesialis tuna rungu berumur <NUM> itu tahun sempat mengeluhkan sakit lambung dan demam  <URL>,1.0
pemeeintah mulai menyalurkan bantuan beras bulig pada masa ppkm darurat  <URL>,2.0
<USERNAME> duel sama gw  kalau anak gw di suruh vaksin  tot   ,1.0
<USERNAME> sebenernya kalo gk ada corona aku pengen berenti jadi fangirl dan jadi casual listerener aja  dunia rl dah semakin sibuk dan waktu fangirl juga menipis  nyadar lambat laut pasti bakalan ninggalin dunia kpop  tapi corona datang yaudah untuk saat ini susah buat meninggalkan,1.0
<USERNAME> dulu gue ngerjain to go ngasal semua  males banget di hp gak enak  fiturnya juga masih jelek gara gara pertama pandemi  alhasil dikejer sama go buat ngerjain wkwk  ,1.0
ayolah kawan saya tau covid ada tapi tidak seperti ini cara melawannya,1.0
PPKM: pelan-pelan kita menggila.,2.0
@yadismbko Lah pripun..kudu vaksin buat tep jalan cari doit,2.0
berkat corona ldran makin susah buat ketemu ,2.0
meski berat  kebijakan ppkm darurat tidak bisa dihindari ini yang harus diambil pemerintah untuk mengurangi penularan dan kondisi rumah sakit yang overkapasitas  agar layanan kesehatan unt pasien kritis lainnya tidak terganggu  ,0.0
sesuai janji heheyyy leggoooo  pandemi tidak menutup kesempatan berkarya  suksesssss <USERNAME>  <URL> <URL>,2.0
"@HambaAllah_2204 @darakasiwi Heboh Putera Mbah Maimoen Sebut Indonesia Mau Dibantai China Lewat Vaksin!
https://t.co/qfSWj1kzsE 

Ada baiknya diwaspadai.. 🤦🏻‍♂️",2.0
tokoh agama serukan umat sukseskan pon xx papua <URL>  ppkm basmi covid,2.0
<USERNAME> <USERNAME> make it to <NUM> milion dose perday  lagi cepat vaksin lagi cepat ekonomi kita pulih  kita kena belajar hidup dengan virus ni  ,2.0
<USERNAME> <USERNAME> sebenernya ga perlu sih  soalnya ga semua demam abis vaksin  aku ga ada gejala sama sekali  petugasnya juga bilang diminum kalo ada gejala aja  ,1.0
<USERNAME> <USERNAME> dia yg positif  netizen yang di suruh jgn remehkan covid  ,1.0
ibadah dirumah aja  ppkm indonesia pulih <URL>,2.0
Saat ini masyarakat miskin bukan membutuhkan vaksin tp membuthkan makan.untuk bertahan hidup..,2.0
<USERNAME> ora ii aku g ngomong gowes kok  ppkm  ,2.0
rektor ui dan ppkm pake levelan menaikan imun ,2.0
pelaksanaan ppkm darurat sudah resmi diberlakukan  pemberlakuan ppkm darurat sudah tepat  untuk menekan penyebaran virus kovid <NUM>  ayo dukung  patuhi dan laksanakan ppkm darurat  <URL>,2.0
<USERNAME> pemerintah ri sedang mengendalikan covid,2.0
<USERNAME> semoga pandemi segera berakhir dgn patuhi prokes  semangat gotong royong,2.0
@byunntae69 apakah ini efek vaksin?,2.0
<USERNAME> <USERNAME> dok  aku positif covid tapi sudah <NUM> minggu  kenapa perusahaan² di indon  tetap melihat hasil lab positif dengan ct nya walaupun sudah dua minggu lebih dok   tetap harus di lihat hasil negatifnya yang benar² dari hasil lab nya dok  baru boleh masuk kerja  bingung dok  ,2.0
<USERNAME> udah follow ig nya ka yuma dari lama bismillah mau yg mugwortella charcoal  pengen bgt deep cleansing muka soalnya udh jarang treatment gr pandemi  thx ka  ,2.0
uda capek banget makin sering denger berita duka mostly karena covid  heran juga kok masih ada yang gak percaya sama vaksin  ,1.0
"@ameLL_16ApriLL Apakah sudah ada bukti di saat ini yang mati kelaparan? Lagian kalau emang taat prokes, vaksin pasti lebih cepat pandemi ini reda. Kakak sudah taat prokes belom? Sudah vaksin belom?",1.0
salah satu faktor penyebab cepatnya covid tersebar di daerah lain karna ada otg dan petugas swab yg tidak jujur  ada yg covid tapi masih naik pesawat  didalam pesawat inilah terjadi penyebaran virus dan sampai ke daerah lain,1.0
<USERNAME> wkwk kek nambah kapuyeng liat info covid di grup wa tuh  ya ga teh  ,2.0
"Jepang Evakuasi Warganya dari Indonesia, Pengamat: Dunia Internasional Nilai Jokowi Gagal Atasi Covid-19
https://t.co/9y2bDyUdPC",2.0
ppkm   pagi pagi keinget mantan  jiakh,2.0
<USERNAME> maaf kak  titip ya donasi   bca  <NUM> an  dede mayantika untuk anggita yg masih butuh perawatan  bapak nya cuma skedar kuli bangunan  sampe sekarang belum kerja di tambah situasi pandemi gini  mohon sedikit bantuan y   do  a serta retweet y ya kak <URL>,0.0
<NUM>  <NUM> persen warga dki jakarta telah terpapar corona  gubernur dki jakarta anies baswedan berharap warganya memiliki kekebalan terhadap virus corona  <URL>,2.0
vaksin berbayar kini tersedia di <NUM> klinik kimia farma  harga per dosis rp ribuan <URL>,0.0
masih ngomongin vaksin nih   ini udah hari senin  lho   mau ngomong abc  yg mendukung atau tidak memdukung  kenyataannya ya memang bisnis sudah mulai mau dijalankan  udah percuma loba ngomong juga  ,1.0
<USERNAME> krna vaksin sih skrng jdinya daring ditiadakan,2.0
genexine dan timnya sudah ada pubilkasi uji vaksin  tahap preklinis disini  cukup promising memang <URL>,0.0
hoax tentang covid ternyata jahat banget  kakakku yang sakit bergejala sampai takut ke rs karna takut dicovidkan  hingga mulai sesak nafas dan kesusahan nyari rs  setelah dapat rs ternyata keadaannya sudah parah dan akhirnya tidak tertolong  ,1.0
dukungan keberlanjutan otsus papua terus bergulir di tengah masyarakat <URL> ppkm basmi covid,2.0
<USERNAME> gabisa  ppkm soalnya  ,2.0
<USERNAME> <USERNAME> iya bi  sedang terjadi ppkm  para penzalim  ketimpa malapetaka  ,2.0
<USERNAME> <USERNAME> ini lagi covid lu tahu gk bukan cuma indonesia yang kena goblok lu mau pandemi berakhir gampang vaksin cuma itu jalan satunya  tapi yang ada di otak kecil lu kan cuma konspirasi tai kucing itu lu tahu negara luar kenapa bisa lepas masker lihat datanya di covid dunia ada itu,1.0
bupati bekasi meninggal akibat covid  <NUM> di tangerang gara  gara rs penuh <URL>,1.0
risiko bepergian   melakukan perjalanan di masa pandemi covid  <NUM>  ticket canceling  ticket rescheduled  book new ticket and some additional travel administration   ya kumaha dei nya  enjoykeun wae lah ,2.0
"GIAT PELAKSANAAN OPERASI PENEGAKAN YUSTISI PPKM DARURAT, 7 WNA TERJARING MELANGGAR PROTOKOL KESEHATAN

Berita selengkapnya di https://t.co/ws9whbNwZZ https://t.co/jgGTxkLJTh",1.0
pembagian masker  dalam rangka meningkatkan kesadaran masyarakat untuk menerapkan <NUM> m   amp  prokes lainnya di masa pandemi covid  <NUM>   amp  pemberlakuan ppkm mikro darurat  polsek banjarnegara bagikan masker kepada masyarakat  <USERNAME>    <URL>,0.0
mungkin dak yee  misal misal bae ini buat peraturan  sekelas menteri  menteri  ketuo   amp  seluruh anggota dpr mpr dpd gubernur   seluruh ka  din  walikota   seluruh ka  din  dipotong gaji   amp  tunjangan utk bantu rakyat yg lg susah lantak ppkm  ,1.0
<USERNAME> bs vaksin pertama  ,2.0
rincian <NUM> kota dan kabupaten baru di luar jawa  bali yang kena perluasan ppkm darurat <URL> <URL>,2.0
yuk disiplin ppkm <URL>,0.0
aku dah overthinking dah aku cucuk ritu masuk vaksin ke kosong <URL>,2.0
harusnya kalo ppkm gini warganya dijamin kebutuhan pokoknya ya  tapi yg kubenci bisa  bisanya dikorupsi  sangat keterlaluan <URL>,1.0
di tengah covid  iduladha perlu mitigasi  bukan hanya untuk penyelenggaraan shalatnya   yang sudah jelas   dirumahkan  tapi juga untuk penyelenggaraan kurban  mulai pemotongan hewan hingga pembagiannya  ini penting  karena rangkaian kegiatannya berpotensi menimbulkan kerumunan  ,1.0
 ppkm pengen pacarin km,2.0
Hari ini jadwal vaksin kedua. Otw Puskesmas https://t.co/k6UAFx2DQg,0.0
<USERNAME> maaf tanya  vaksin apa ya di situ  ada apa  apa doc perlu disediakan ke  ,2.0
  selamat ulang tahun  ni buat km kado ultah  pandemi ini kan g bisa ke mana²  dan km lg g butuh apa²  jadi kadonya uang aja ya  ,2.0
tf’s wrong with corona jaani tik ke nhi beth sakta,2.0
ingat  setelah vaksin tetap jaga protokol kesehatan  yuk disiplin ppkm <URL>,2.0
<USERNAME> vaksin adalah kunci,2.0
<USERNAME> tik tok itu bukan budaya muslim  mending buat dzikir  spy kita cepat keluar dr masalah pandemi ini  ,2.0
<USERNAME> ini mahasiwa yg tdk terpelajar  baru belajar blm bisa berpikir secara luas dan panjang  hidup minta ortu  bukannya demo tapi harusnya bisa mencetuskan ide untuk mengatasi vandemik virus covid <NUM>  bukannya demo  ga simpati sy pada mahasiswa sekarang ini  pikirannya dangkal  ,1.0
terima kasih sarah gilbert untuk vaksin az dan sumber untuk semua jokes yang berhubungan dengan astra  ,0.0
<USERNAME> <USERNAME> nah baru mulai ngertikan arahnya kemana  kan bagus  nah saat ini blum terdata sprti itu tpi sdh ada vaksin berbayar sedangkan yg gratis blm rampung  harusnya seperti mas sampaikan  didata dlu bru keluarkan kebijakan  seperti itu  itu pinter masnya  tapi yg peduli ga banyak mas  ,1.0
epidemiolog sebut airlangga dan erick thohir dalang gagasan vaksin berbayar – tempo  <URL> <URL>,2.0
stip politisasi soal pandemi covid <NUM>  krna hal ini sangat melukai hari masyarakat yg tengah berjuang agar virus mematikan ini segera mereda dari negara kita  <URL>,1.0
"@indrajit7205 @SaktiPancasona @susipudjiastuti Ulamanya juga sombong sok nantangin virus covid,",2.0
"@dikychandra_ Edun euy...
Sajuta x 800 rebu = 800 milyar, ampir satrilyun. Teu gableg beungeut pisan nya, nilep vaksin teh meni terang terangan.",2.0
ya allah sedih nggak bisa sholat di masjid ueueueueu  pandemi plis cepet membaik dong,1.0
"Kalaupun para menteri itu diberi gratis sebagai promo untuk program ini, atau bayar dari saku sendiri, tetap saja salah.

Disaat Pandemi meningkat di Tanah Air, malah vaksin premium di Amerika apa coba namanya kalau bukan Biadab 😭😭 https://t.co/N5yekzgBck",2.0
rasa  rasanya penumpang di terminal <NUM> lebih sedikit daripada sebelum ppkm  tapi kok rasanya orang yang tidur di terminal <NUM> lebih banyak daripada sebelum ppkm  kenapa ya  ,2.0
khutbah jumat  meningkatkan kedermawanan di tengah pandemi <URL>,2.0
ternyata masih ada yang kurang edukasi ttg vaksin ya,2.0
terapi membuat pikiran anne marie menjadi lebih tenang  <URL>,2.0
orang lain ramai dah ambik vaksin  sampai aku kena tunda  tahik,2.0
woiya teenyata tetep rame aja jalanan  ppkm terasa sama  yg ga sama sudirman doang ,1.0
"Baru masuk SMA, 8 bulan eh lockdown trus tbtb udah kelas 12 aja gilaa secepat itu ya uda mau lulus aja :)",0.0
<NUM> kali vaksin entah kenapa selalu ngedropnya h  <NUM> setelah vaksin  obatnya cuma <NUM> miksagrip flu dan batuk,1.0
hari keenam ppkm darurat di jabar  mobilitas warga berkurang <NUM> persen » gosip garut <URL> via gosipgarut,2.0
<NUM>  <NUM> wib  karawang barat km <NUM>  <NUM> arah jakarta diberlakukan penyekatan ppkm darurat secara situasional  <USERNAME>,2.0
mahfud  pemerintah akan bongkar <NUM> korupsi besar di papua ppkm basmi covid   <URL>,2.0
<USERNAME> klu pasien yg lagi kena covid emang boleh dijenguk macam gitu  ,1.0
otsus papua  ppkm indonesia sehat <URL>,2.0
<USERNAME> omgggg semangat semangatt  gpp habis vaksin beli jajan ,2.0
unit kecil lengkap <NUM> polsek melaya polres jembrana mengadakan operasi yustisi cegah masuknya jaringan terorisme dan pantau pelaksanaan ppkm  <URL>,2.0
@PRFMnews Yg satu bilang terkendali tp yg lain bilang ppkm darurat diperpanjang dan bantuan asing sdh banyak,2.0
/jbrfess/ ada yg udh vaksin ke 2 di rs subandi ga?,2.0
jokowi harus berani evaluasi dan sanksi luhut karena gagal jalankan ppkm darurathttps  https  t  co  kklupszd <URL>,2.0
yu udahan yu covid ga cape apa ini lebaran <NUM> taun gini trs <URL>,2.0
akuu  aku vaksin sinovac sekitar <NUM> minggu yang lalu  alhamdulillah gak ada efek samping apa  cuma tangan pegel aja  itu pun <NUM> hari kemudian ilang   <URL>,2.0
<USERNAME> gubernur dki sejak mei minta jakarta lockdown di cuekin  kasus tak terkendali karena lambatnya respon pusat semua cari pembenaran dan alasan sendiri  dasar koplak    ,1.0
dukacita dimaklumkan bahawa kluster dah kampung kerchut adalah dari kampung paya kerchut  sebelah taman mahsuri  tapi  kebanyak dari ahli keluarga rumah di taman mahsuri fasa a   amp  c  jadi  pendek cerita  covid sudah masuk sekali lagi ke kawasan kita  <URL>,1.0
ini akibat pemerintah menerapkan ppkm  tapi rakyat tidak dijamin kebutuhannya  mereka bisa mati    kh  hafidz abdurrahman  ma  ————————————— bersama melanjutkan kehidupan islam        <URL>,2.0
<USERNAME> <USERNAME> <USERNAME> iya bner bgt kak  ada beberapa negara yg ga accept vaksin sinovac karna sinovac itu dr kimia sementara az itu dr cvd yg dilemahkan  cmiiw,2.0
PPKM + hujan deras diikuti buanjirrr. Perpaduan yang mengsedih menghadeh 🥲,2.0
<USERNAME> <USERNAME> lha emang kenyataan indonesia kan  toh ditempat selain pulau jawa penularan varian covid sangat banyak tapi tidak ada tindakan deteksi dini melalui tracing dan pemeriksaan,1.0
salah satu indikator nyata  salah urus tangani pandemi <URL>,1.0
dukungan ini merupakan wujud kesinambungan langkah pro aktif pkt membantu pemerintah  guna menekan laju penyebaran covid  <NUM> di kota bontang  ⁣ ⁣,2.0
hari ini aku vaksin,0.0
makin hari makin bingung sih  pemasukan ga ada  pengeluaran jalan terus  mau jual ginjal takut pasaranya turun  serba salah hidup jadi rakyat  mau jadi titan ajalah  ,1.0
<USERNAME> butuh nya surat vaksin biar ndk dipersulit   bukan butuh vaksin  ayo siapa yg mau bantah  ,1.0
<USERNAME> hahaha semoga udh ga ppkm ya,0.0
<USERNAME> <USERNAME> <USERNAME> kan ada tuh orang yang nda mau di vaksin karena   gratis  cuma cuma  takut di covid kan atau berubah jadi zombie   mikirnya kejauhan hehe nah mungkin karena itu pemerintah mengadakan vaksin berbayar untuk orang yang sedikit parno  terlalu over thinking,1.0
