text,intent
"@rameankebulan panjangin 
asal mereka yg tempat kerjanya di tutup di beri ya pengganti tempat kerja untuk mereka nunggu PPKM selesai...",2.0
<USERNAME> beda  beda di tiap orang  aku vaksin <NUM> pusing aja bentaran  malahan yg dosis <NUM> gada ngerasain apa  kalo temenku ada yg sampe ngantuk banget  pusing  lapar,3.0
"@vozcasanova @yusufgunawan @infomalang Winginane aku vaksin yo ngene mas, tapi petugase ngomong gapapa foto selfie, tp jgan ngeshare foto kerumunan..",1.0
kapan pasien covid  <NUM> yang menjalani isolasi mandiri perlu mendapat bantuan medis  berikut saat yang tepat <URL>             ,3.0
  cerah pagi ini  di antara serbuan berita duka yg terus mengalir  serta raung sirine ambulance yg seperti tak pernah henti  ya allah  kami memohon ampunanmu  smoga pandemi ini segera kau angkat  ampunkan keluarga saudara teman kerabat dan semua yg telah kau panggil   <URL>,3.0
<USERNAME> jangan mau nder  lagi ppkm,4.0
"Teknis vaksinasi +62 gak bat dah. Karena itu banyak yg terjangkit setelah vaksinasi. Korban blowup ke sosmed ""Abis vaksin kena Covid"", makanan empuk bagi antivak 🤦🏻‍♂️ https://t.co/cceNKWUVj5",3.0
"@eko_kuntadhi Yg goblok kyk gini bnyk disosmed bang, blom lagi yg maki2 krn ternyt vaksin ngak bikin kebal, pdhl sdh berxx media buat berita soal vaksin, sprtnya golongan sprt mrk itu lbh suka menulis dr pd membaca",0.0
<USERNAME> morning meth  excited  mana besok vaksin jd tambah kerasa degannya,4.0
<USERNAME> hikmah yg tersembunyi dr pandemi ini adalah  peringatan agar dalam kehidupan ini harus saling bahu membahu dalam suka maupun duka tdk lagi bersama hanya dalam duka  ,0.0
alhamdulillah dari kemarin ba  da maghrib   dimana mana  takbir terus berkumandang hingga pagi ini walau masa pandemi seperti ini  ayo bumi semangat untuk pulih sama aku  bentar lagi ya  aku sehat  kamu juga sehat bumiku     <URL>,3.0
emg kalo dah kena covid kekebalan tubuhnya bertambh ya    dips  ,4.0
"di daerahku ppkm,jadi ga bisa
puasanya mulai kemarin si,ini hari ke dua,sisa 4 lagi🥰 https://t.co/lYktYglwZI",4.0
<USERNAME> kenapa semua yang meninggal dari corona  mati nya di rumah sakit  kenapa gak ada yang mati di rumah atau pinggr jalan  banyak pasien yang sebelumnya sakit karena demam biasa  setiba nya di rumah sakit meninggal dan di nyatakan positif covid  <NUM>  ada apa ya di rumah sakit  ,3.0
@malakmalakmal Banyak orang yang shombong ga takut sama Covid-19 dan tidak mau taat sama Prokes sebagai ikhtiar bersama. Pun vaksin juga adalah bagian dari ikhtiar kita juga,0.0
ppkm   proses penundaan kelulusan mahasiswa   <URL>,3.0
<USERNAME> ih ngga jelas banget  masa kudu pake ordal dulu bisa vaksin orang kantor ku aja bisa itu vaksin pake bpjs tapi bukan dari klinik kf terus aku daftar di rs juga bisa,3.0
<USERNAME> mereka tidak berperikemanusiaan memanfaatkan pandemi untuk kepentingan politiknya,0.0
skenario ppkm darurat <NUM> pekan  pengusaha makin pesimis bisa bangkit <URL>,3.0
<USERNAME> covid  pergi jauhlah  kami sudah lelah  tuhan mohon ampunlah  manusia bertobatlah  biar covid ini bermutasi menjadi tidak berbahaya lagi  ,4.0
pendek aja bikin gaduh apalagi di perpanjang  ppkm  ,4.0
ppkm darurat  kemensos segera cairkan bantuan sosial tunai   bst  rp <NUM>  <NUM> <URL>  ppkm basmi covid,3.0
Kasus virus Corona (COVID-19) di Indonesia semakin melonjak. Kini kasus baru positif mencapai angka lebih dari 50 ribu. https://t.co/EgTYi2wjFU,3.0
surat tugas ppkm buat naik krl benar adanya  efek sebulan gak ngantor,4.0
bagaimana ppkm darurat mau efektif  jika sudah menyangkut ibadah berjemaah  penegak hukum tidak mampu berbuat apa  beraninya cuma sama pedagang kecil  restoran dll  sudahi saja ppkm ini  fokus saja vaksinasi masif   amp  prokes  dan biarkan seluruh aktivitas ekonomi berjalan <USERNAME>,0.0
info dong kalo mau ke jogja pas ppkm gini bisa ga si,4.0
besok pagi nya hasil pcr nyokap  positif covid  ct  value di <NUM>  <NUM> menurut dokter sdh berada di fase penyembuhan  berarti parah²nya nyokap itu pas di rumah gw yg rawat ngurusin udah positif   dengan keadaan nyokap yg gak demam  gak sesak juga  di rujuklah sama dr  untuk isoman,3.0
donnarumma habis vaksin kayaknya ngaceng bener ,4.0
i know semua org tua gabisa liat anaknya sakit  but lihat kondisi juga  sakitnya kenapa  kalo tau itu krna covid kenapa nekat di jenguk  yang awalnya mau kasih semangat krna anaknya sakit berakhir duka  <NUM> anggota keluarganya meninggal  jangan ngeyel please  mau pake alasan apapun,0.0
"@KuliDollarEuro1 PSBB rakyat masih dapat bantaun nah ini PPKM mana bantuan nya

#StopMafiaObatAsing
#StopMafiaObatAsing",1.0
<USERNAME> vaksin kan bukan berarti kebal dengan covid  ,3.0
cecebs kalo lapar nyerangnya ke yang bertanggung jawab ngasih makan selama ppkm ya  jangan sradak sruduk ke sesama netizen dan rakyat  percuma  yg biasa ngasih makan klean lagi gag punya duid  klean nyerang juga gag dibayar u know   ,1.0
<USERNAME> mangkanya kalau bikin pernyataan mencla mencle  lhawong ternyata ppkm  ,4.0
<USERNAME> betchul a diundang undangnya bahkan di kaver sampe pangan  sbnrnya kalau dengan karantina   vaksin jamin deh ngga seribet ini,3.0
<USERNAME> huft gak ado happynya ppkm,4.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> vaksin dimaksud biar nanti kalo kena  gejalanya ga parah dan agar imun ditubuh juga lebih kuat  masker dipake untuk mencegah penyebaran virus  kalo masnya pakai masker dan sudah vaksin  kecil kemungkinan kena virusnya  kalaupun kena  balik lagi prokesnya ditaati tidak  <URL>,3.0
sinih gw bisikin  tgl <NUM> juli <NUM>  saat takbir menggema   الله اكبر  saat kita ppkm darurat  dan shalat idul adha pun di rumah  loe  tahu nggak disaat yang sama china lg banjir bandang  <URL>,3.0
<USERNAME> bole bgt abis vaksin pegel,4.0
ayolah  mau pandemi ini kau anggap benar adanya atau enggak  itu hak kamu  toh  tapi lihatlah  kau telah menyakiti perasaan mereka yang kehilangan sanak saudara dan kerabat  di mana empatimu kawan  atau sudah hilang dengan teori covidiotmu itu  ,0.0
kok bisa yaa  penonton euro <NUM> dan copa america <NUM> pada lepas masker  deket²an  pada gapake masker  dan udah bebas keknya  lah di indonesia masih pake masker  wfh dan ditambah ppkm darurat  ahh janc  k yekan,3.0
<USERNAME> di dikt rmh ku ga ngadain sholat ied krn ppkm   ,4.0
"”Oleh itu, Tabung Bencana Covid telah dilancarkan bagi membantu mereka yang terkesan.

“Sebarang sumbangan boleh disalurkan ke akaun PAS Kawasan Tawau di Bank Islam 10025010006556” katanya ketika dihubungi.
.",4.0
<USERNAME> ya angkatan covid lah,4.0
ko sespri wak samaso kanai covid jay  lah mewakilkan hahaha <URL>,4.0
<USERNAME> kangen banget  kangen kondisi normal seperti sebelum masa pandemi  semoga masa pandemi ini cepat berlalu ya  kak  ,4.0
<USERNAME> mau ke artjog malah covid eh anjir,4.0
efek vaksin tu ada ngaruh ke emosional orang ga sih  sianjir dari kemarin mellow terus ,1.0
pon xx papua  ppkm indonesia sehat <URL>,3.0
<USERNAME> contoh pejabat negara yg tak pantas ditiru   sempatnya mikirin sinetron disaat rakyatnya kena ppkm,1.0
secara kumulatif  total terkonfirmasi positif covid  <NUM> di jatim sebanyak <NUM>  <NUM> pasien  yang rinciannya <NUM>  <NUM> pasien   <NUM>  <NUM> persen  dirawat loh  ,3.0
<USERNAME> <USERNAME> cari solusi borr  jangan bisa nya cuma melarang  siapa tau covid hilang sebelum hari raya idul adha  kalau tuhan sudah berkehendak  mau apalagi  kalau ini kok kayak di agendakan   kayak covid ini ingin terus berlangsung,1.0
di momen idul adha <NUM> hijriah  para relawan diminta untuk mengawasi dan mengingatkan masyarakat untuk patuh protokol kesehatan dalam beribadah  <URL>,3.0
<USERNAME> pengendali air  pengendali api pengendali tahah pengendali udara pengendali covid,4.0
vaksin esok hari ni dah nervous macam benda apoooo,4.0
dulu  kabar penderita covid hanya ada di tv  kata orang  sekarang  kabar penderita sudah disekelilingnya kita  tetangga  orang yang dikenal  pandemi cepatlah berlalu ,1.0
beli selang begini di mana  katanya cara ini anti covid  <NUM> <URL>,4.0
sobat polri  virus covid  <NUM> masih ada disekitar kita  ayo bersama  sama tekan penyebarannya dengan disiplin protokol kesehatan   m  <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <URL>,3.0
asyik ngopi ngopi cantik saat ppkm  <NUM> petugas dishub dipcat anies baswedan tonton video lengkapnya   <URL>,3.0
<USERNAME> beli kat kedai baby  dulu senang b nak g kedai  sekarang nak kluaq pon takot sbb covid  anak aku dah stop puting dah umur setahun lebih ke <NUM> tahun dulu  wc nabilah  ,4.0
pemberlakuan pembatasan kegiatan masyarakat atau ppkm darurat jawa  bali kini memasuki hari ke empatbelas  artinya  ppkm ini sudah berlangsung hampir dua pekan sejak <NUM> juli lalu  lantas bagaimana islam menyelesaikan masalah ini  yuk simak di channel mmc  <URL> <URL>,3.0
<USERNAME> kenapa vaksinasi di as   amp  singapura cepat   hampir <NUM>  karena proses vaksin di serahkan sebagian ke swasta  dan dibayar oleh negara  mereka sadar  negara tidak akan sanggup melakukannya utk waktu yg singkat  ,3.0
di tengah melonjaknya jumlah kasus covid  <NUM>  terjadi krisis pasokan oksigen  padahal  oksigen ini penting untuk penanganan pasien covid  <NUM>  ,3.0
<USERNAME> setuju aja kalau memang bisa bantu percepat mengatasi masalah pandemi ini   ,4.0
<USERNAME> paket ppkm <NUM>  ,4.0
<USERNAME> rektor ui kena covid  virus nye yg minta maaf  ,4.0
kenapa sih perusahaan ga ngasih jamu  herbal buat preventif karyawannya biar ga kena covid kalo emang masih pada disuruh masuk  minimal beliin probiotik atau jamu lah  kan murah  ,1.0
warga yg protes  tu menghambat rezeki  coba pikirin kalo sampe kena covid dana yg keluar ga cuma buat makan  listrik  air dll  bisa ketiban dana sakit <NUM> keluarga yg seharusnya tidak perlu  prioritasnya adalah tetap hidup sambil tidak tertular  ,3.0
sakit hati banget lihat cara penertiban ppkm ini  ,4.0
ini ucapan yang dikatakan nabiyullah ya’qub ketika menerima musibah  tapi sabar tidak berarti kita diam dan pasif  sabar dalam arti yang sesungguhnya adalah kita juga harus berjuang  kita tidak boleh berdiam diri  apalagi kalau sampai mengorbankan diri kita dalam melawan covid  <NUM>,0.0
harus sholat ied harus  persetan corona  persetan zona merah zona kuning  noh sholat wajib lu tinggalin mulu  tai kudaaaa,4.0
ancaman kelaparan di tengah pandemi  akibat sistem bobrok kapitalis    serba  serbi mmc  koordinator ppkm darurat menekankan pada jajaran pemerintah dan aparat keamanan untuk memastikan tidak ada warga negara yang kelaparan  realisasinya  pemerintah mendirikan dapur umum <URL>,3.0
qurban sehat di kala pandemi   ustadz m abduh tuasikal  <URL> <URL>,4.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> naik mobil itu negatifnya bisa bikin mati  positifnya bisa ningkatin produktivitas  dll  naik mobil ada manfaatnya  kena covid itu negatifnya bisa bikin mati  positifnya kagak ada  kena covid itu sia  sia  gak sebanding buat jadi analogi  coba belajar lagi bikin analogi  wkwk,1.0
<USERNAME> <USERNAME> kenapa anda tidak berfikir kalau yg <NUM>  keluar dari antrian vaksin geratis justru akanemperpendek antrian  saya sih kurang setuju kalau bos dan para pengusaha mengambil jatah vaksin geratis,0.0
<USERNAME> ppkm potong potong kambing menglewatizoom,4.0
<USERNAME> yang ngeri dimasukkan syarat vaksin dalam aturan perjalanan  gak bisa jalan kalau belum vaksin  padahal kerja luar kota setiap hari  nunggu dipanggil  lama  ikut  tanpa panggilan  infonya kurang terbuka dan antri berjubel  harusnya dipercepat dengan memperbanyak titik vaksinasi  ,3.0
"@ustadchen susah bah. Indonesia negara kepulauan, mau lockdown susah. sekarang pun hampir disemua provinsi kasus positifnya tinggi. salahnya pemerintah dari awal sudah telat menangani, masyarakatnya banyak yang bandel. 😭😭",0.0
polres bojonegoro bantu warga yang terdampak ppkm darurat <URL>,3.0
bolehkah menghina covid  <NUM> dengan kata  kata kasar  <URL>,4.0
dalam kasus pandemi  kaum muslimin dibuat gamang karena ketakjelasan pengetahuan yang diterima soal ini  di beberapa whatsapp group  aneka informasi yang cenderung hoaks beredar liar  ,3.0
presiden jokowi memerintahkan kepada tni untuk terus mengoordinasikan pendistribusian paket obat terapi covid  <NUM> kepada pasien  <URL>,3.0
<USERNAME> mo nangis sangking terharunya  tapi gpp kalau gk hoek  hoek  ntar dikira covid  ,4.0
<USERNAME> masih online sampe ppkm kayanya  kamu offline  ,4.0
"Sudahlah pak @jokowi , tak usah ada vaksin berbayar segala. Selain bikin berisik, juga rawan penyalahgunaan vaksin2 yg gratis. 
Cotton bud aja disalahgunakan pak, apalagi vaksin. Saya jadi kuatir, video vaksin yg di Karawang itu juga terjadi dimana2, termasuk ke diri saya. https://t.co/4JHBboHqWs",2.0
<USERNAME> udeh bener dulu oposan minta lockdown pake uu karantina  cebong malah ngamuk  sekarang ppkm darurat yg nggak dapet ape pada misuh nyesel  mamam tuh  ,1.0
"@haiakumine hmm pantes sajaaa. temen mama ku ada yg sinovac juga ampe deman 2 harian. beda beda kali ya efek nya di orang orang?

emang keluarga km belum bisa vaksin ka?",5.0
<USERNAME> ternyata sama semua ya kalo covid ini udh sebahaya itu  efeknya udh terasa ke circle terdekat kita  tahun lalu cuma liat efek covid di tv doang  skrg udh ngerasain sendiri  rs kecil ditempat gue udh penuh semua  ngeri anjirr,0.0
<USERNAME> <USERNAME> negara lain malah sampai total lockdown juga demi meredakan pandemic  kl masyarakat patuh  toh tdk di larang usaha  ,1.0
ye weh masa makteh warded before covid lagi pun duit orang bagi time visit selalu hilang  ada sekali tu kantoi dgn nurse ada patient lain bukak drawer dia  makteh dahla jenis tak cakap apa haihh <URL>,4.0
SEE!!!! ENGKAU YG SIHAT WALAFIAT PULAK TAKNAK P VAKSIN!! MEMILIH VAKSIN ITU INI!! BANA LAH!!! https://t.co/DAOBIcZ1iR,1.0
<USERNAME> wkwk gatau aku klu disini  cek di ig coba  tp kalau disini kayanya krna ga trlalu ketat jdnya ppkm nya ga maksimal jg semua tmpat ttup  paling btasan wktu  ,4.0
@EksMarbot @zarazettirazr Iya buat ngegantiin @EksMarbot  yang akan mati kena covid,4.0
<USERNAME> pelaksanaan seperti lockdown tetapi tanggung jawab negara <NUM>  ,4.0
<USERNAME> <USERNAME> bantu nakes dg segera vaksin dan disiplin prokes,3.0
<USERNAME> engga perlu  terbukti kok ppkm tidak menurunkan angka kematian dan angka yg positif  harusnya cari solusi lain bkn malah di perpanjang,0.0
dengan keadaan yg begini msh bingung ada org yg msh gk percaya covidlu pikir org yg sesak nafas  cari oksigen  cari ruang icu itu smw pura,1.0
<USERNAME> <USERNAME> dr awal jg gw gk yakin <NUM> minggu tok terus kelar pandemi apaan cuma <NUM> minggu terus aman  klo gk mau di tuduh drama covid ya kudu tambah,1.0
"corona udah pliss, gw pengen ngerasain masa-masa SMP SMA.",0.0
ketua dprd jatim  ppkm darurat sukses kurangi mobilitas tapi gagal turunkan sebaran covid  <NUM>   odp  is  <URL>,3.0
<USERNAME> sy kemarin gitu  boleh kok  mbak  kmrn sy vaksin di keling,4.0
fak asal tak buat kat t mobile arena  vibes takde sial audience tak ramai cam kat t mobile rituufc baru nak insaf kot betapo bahayo eh buek ramai ramai time covid ni ,4.0
dukung ppkm mikro <URL>,4.0
vaksin itu harus  tapi hati ini meronta  ronta,4.0
nih pak luhut ada yg bilang covid nggak terkendali  <URL> <URL>,4.0
"Mau vaksin jam 8 niatnya berangkat jam set 8 malah baru bangun jam segini.. 
Mana blm ngpa2in",4.0
semua aspek sedang goncang  sumber daya yg dimiliki terlalu terbatas  angka penyebaran pandemi terlalu tinggi  jika disaat yg tenang saja  kita tak bisa mengidentifikasi masalah dan mencarikan solusi yg cepat  tepat dan efektif  apalagi disaat kepanikan terjadi  ,0.0
varian delta berkembang  warga jogjakarta diingatkan patuh ppkm <URL>,3.0
<USERNAME> ntar jd <NUM> donk penyebab kolaps  diserang virus  dan diberi vaksin ,3.0
warga papua ingin otsus tetap berlanjut  ppkm pulihkan negeri <URL>,3.0
mirip malaysia  puluhan hotel dan restoran di garut pasang bendera putih karena ppkm <URL>,3.0
<USERNAME> <USERNAME> boleh tak nak selitkan ya allah berikanlah kami pemimpin yang tidak menzalimi kami di sini  yang tidak korupsi dan juga tidak pentingkan diri  selamatkan malaysia dari pemimpin yang zalim  ya rabb ya rahim  sembuhknlah malaysia dari virus covid <NUM> juga ya allah  ,4.0
selamat pagi indonesia  yuuukk kita galakan sosial bantu sesama ditengah pandemi  ,4.0
saya berharap agar pemerintah daerah terus meningkatkan koordinasi dan konsolidasi data terkait jalur masuk dan distribusi vaksin  pemantauan bed occupancy ratio   bor  serta ketersediaan oksigen  ,3.0
"@bonngbudi Kena tilang om... PPKM tuiter jg ikut ketat 😅
Selamat pagi dan sehat selalu ❤🌹🇮🇩",4.0
pria bersimbah darah di posko penyekatan ppkm solok  padang  ngaku matanya ditusuk petugas dan butahttps  https  t  co  oxseydyjf <URL>,3.0
ketua mpr dukung tni  polri turunkan pasukan elite untuk berantas kkb papua <URL> ppkm lindungi keluarga,3.0
<USERNAME> dia sebar virus mesti dorg yg cpt dot vaksin akk,4.0
<USERNAME> hiburan masa pandemi berakhir ,4.0
<USERNAME> kalo ppkm darurat di jogja kondisinya kaya gini  <URL>,4.0
vaksin tak percaya  ivermectin percaya  la kata tk percaya ubat org kafir  pegangan kena teguh  ,4.0
<USERNAME> <USERNAME> <USERNAME> divaksin blm tentu aman dari covid  cuman klo kena covid cepet <URL> masih bingung masalahnya apa,4.0
presiden <USERNAME>  menerangkan bahwa ini situasi yg sangat berat  dengan usaha keras kita bersama  insyaallah kita mampu terbebas dari pandemi  <URL>,3.0
kejar testing dan tracing covid di perumahan padat penduduk <URL>,3.0
kompleksitas handling pandemi semakin rumit  karena variabel kepercayaan hilang dan berganti ketidakpercayaan  ,0.0
sinergitas tni  polri bersama sat pol pp dan dishub tabanan melaksanakan penyekatan ppkm darurat  untuk memutus mata rantai penyebaran covid  <NUM> di wilkum polres tabanan  <URL>,3.0
bila kes naik mencanak benda pertama salahkan kerajaan tapi asal nak raya je plaza tol sesak mcm takde covid so kerajaan gagal ke rakyat gagal  ,4.0
pengelolaan udara yang aman dan sehat di dalam rumah di masa pandemi covid dari green building council indonesia <URL>,3.0
<USERNAME> kami sekeluarga kena tapi waktu itu belum ada swaban  sebelum ada pengumuman pandemi bahkan  gejalanya sama persis dengan covid  ditulari oleh teman yang dari perjalanan luar kota  alhamdulillah setelah itu sampai sekarang sehat wal afiat  ,3.0
